season,character,count,count_type,image
22,Flanders,906.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
22,Grampa,908.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
22,Homer,7926.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
22,Krusty,561.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
22,Lenny,328.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
22,Lisa,4783.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
22,Marge,3847.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
22,Milhouse,813.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
22,Moe,1683.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
22,Mr. Burns,981.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
23,Apu,281.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
23,Bart,5030.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
23,Chief Wiggum,637.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
23,Flanders,1329.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
23,Grampa,575.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
23,Homer,10742.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
23,Krusty,1258.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
23,Lenny,747.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
23,Lisa,4235.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
23,Marge,3948.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
23,Milhouse,686.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
23,Moe,869.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
23,Mr. Burns,961.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
24,Apu,208.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
24,Bart,4202.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
24,Chief Wiggum,526.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
24,Flanders,892.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
24,Grampa,1859.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
24,Homer,11475.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
24,Krusty,199.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
24,Lenny,830.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
24,Lisa,3454.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
24,Marge,5873.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
24,Milhouse,1166.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
24,Moe,2252.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
24,Mr. Burns,1401.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
25,Apu,97.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
25,Bart,4525.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
25,Chief Wiggum,661.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
25,Flanders,234.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
25,Grampa,453.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
25,Homer,9615.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
25,Krusty,600.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
25,Lenny,440.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
25,Lisa,4545.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
25,Marge,4519.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
25,Milhouse,1046.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
25,Moe,830.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
25,Mr. Burns,835.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
26,Apu,901.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
26,Bart,2108.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
26,Chief Wiggum,466.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
26,Flanders,321.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
26,Grampa,144.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
26,Homer,7820.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
26,Krusty,787.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
26,Lenny,266.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
26,Lisa,2100.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
26,Marge,3500.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
26,Milhouse,325.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
26,Moe,1909.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
26,Mr. Burns,1689.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
